,House_Price,Beds,Baths,Area,Lot,Street,City,Zip_Code,County,State,Url
0,1499000,5,3,2140,"6,840",6790 Edgewater Ln,Livermore,94551,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/6790-Edgewater-Ln-94551/home/925131
1,375000,1,1,828,N/A,1087 Murrieta Blvd #349,Livermore,94550,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/1087-Murrieta-Blvd-94550/unit-349/home/1749588
2,725000,2,1,1134,"4,500",22738 2nd St,Hayward,94541,Alameda Conty,CA,https://www.redfin.com/CA/Hayward/22738-2nd-St-94541/home/1814848
3,1549000,4,2,1450,"4,500",4474 Macbeth Cir,Fremont,94555,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/4474-Macbeth-Cir-94555/home/2043926
4,1199000,4,2,1561,"7,811",236 Chalmette Rd,Livermore,94551,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/236-Chalmette-Rd-94551/home/1708554
5,1195000,3,2.5,1576,"3,000",6248 Jarvis Ave,Newark,94560,Alameda Conty,CA,https://www.redfin.com/CA/Newark/6248-Jarvis-Ave-94560/home/1552752
6,1799000,3,2,1750,"8,000",37076 2nd,Fremont,94536,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/37076-2nd-St-94536/home/1376949
7,675000,2,1,1116,"2,450",4981 Fairfax Ave,Oakland,94601,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/4981-Fairfax-Ave-94601/home/944339
8,1688000,4,2,1340,"5,400",3680 Yorktown Rd,Fremont,94538,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/3680-Yorktown-Rd-94538/home/1116825
9,1249000,3,2.5,1514,"6,709",5987 Pompei Ter #133,Fremont,94555,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/5987-Pompei-Ter-94555/unit-133/home/1155829
10,998000,3,2.5,1498,N/A,5317 Port Sailwood Dr,Newark,94560,Alameda Conty,CA,https://www.redfin.com/CA/Newark/5317-Port-Sailwood-Dr-94560/home/1470898
11,399000,1,1,581,N/A,988 Franklin St #1010,Oakland,94607,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/988-Franklin-St-94607/unit-1010/home/524739
12,899880,3,2,900,N/A,2 Panoramic Way #301,Berkeley,94704,Alameda Conty,CA,https://www.redfin.com/CA/Berkeley/2-Panoramic-Way-94704/unit-301/home/1843600
13,397000,0,1,565,N/A,6400 Christie Ave #5413,Emeryville,94608,Alameda Conty,CA,https://www.redfin.com/CA/Emeryville/6400-Christie-Ave-94608/unit-5413/home/1459824
14,898000,2,2.5,1294,"5,904",35481 Monterra Cir,Union City,94587,Alameda Conty,CA,https://www.redfin.com/CA/Union-City/35481-Monterra-Cir-94587/home/1442251
15,1095000,3,2,1756,"5,810",1947 Tiffin Rd,Oakland,94602,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/1947-Tiffin-Rd-94602/home/660347
16,1598000,3,2.5,2465,"5,700",3800 Lakeshore Ave,Oakland,94610,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/3800-Lakeshore-Ave-94610/home/1586502
17,999800,3,2,1490,N/A,37629 Shelter Rd,Newark,94560,Alameda Conty,CA,https://www.redfin.com/CA/Newark/37629-Shelter-Rd-94560/home/168814727
18,849900,8,4,5555,"5,555",10926 Bancroft Ave,Oakland,94603,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/10926-Bancroft-Ave-94603/home/572719
19,570000,1,1,840,N/A,3245 Dublin Blvd #431,Dublin,94568,Alameda Conty,CA,https://www.redfin.com/CA/Dublin/3245-Dublin-Blvd-94568/unit-431/home/1236277
20,1868000,5,3.5,2851,"4,185",3753 Edgecomb Ct,Dublin,94568,Alameda Conty,CA,https://www.redfin.com/CA/Dublin/3753-Edgecomb-Ct-94568/home/22677503
21,1089000,3,2.5,1508,N/A,2932 Carmel St,Oakland,94602,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/2932-Carmel-St-94602/home/1964370
22,825000,2,1,1076,"5,383",3016 Revere Ave,Oakland,94605,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/3016-Revere-Ave-94605/home/1946555
23,1649900,4,3,2701,"5,450",29840 Cantera Dr,Hayward,94544,Alameda Conty,CA,https://www.redfin.com/CA/Hayward/29840-Cantera-Dr-94544/home/143116813
24,1490000,5,2.5,2335,"7,350",5295 Bristol Pl,Newark,94560,Alameda Conty,CA,https://www.redfin.com/CA/Newark/5295-Bristol-Pl-94560/home/859759
25,1899000,5,3,1829,"7,182",41548 Trenouth St,Fremont,94538,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/41548-Trenouth-St-94538/home/1850876
26,2899950,4,4.5,4451,17859.6,3041 Danielle Ln,Livermore,94550,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/3041-Danielle-Ln-94550/home/2110852
27,2350000,5,3.5,3343,"9,686",2725 Vine Dr,Livermore,94550,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/2725-Vine-Dr-94550/home/1604795
28,739000,3,1,1023,"7,068",22859 Arnold Ct,Hayward,94541,Alameda Conty,CA,https://www.redfin.com/CA/Hayward/22859-Arnold-Ct-94541/home/2020252
29,899900,2,2,1639,N/A,560 Dovecote Ln #1,Livermore,94551,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/560-Dovecote-Ln-94551/unit-1/home/17183438
30,845000,N/A,N/A,1883,"4,000",2125 38th Ave,Oakland,94601,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/2125-38th-Ave-94601/home/1964552
31,1095000,3,2,1975,"6,000",3357 Guido St,Oakland,94602,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/3357-Guido-St-94602/home/544332
32,2495000,4,4.5,3770,26136.0,2803 Rutherford Ct,Livermore,94550,Alameda Conty,CA,https://www.redfin.com/CA/Livermore/2803-Rutherford-Ct-94550/home/12115370
33,850000,3,3,1424,"9,001",528 E Merle Ct,San Leandro,94577,Alameda Conty,CA,https://www.redfin.com/CA/San-Leandro/528-E-Merle-Ct-94577/home/755945
34,1599000,3,2.5,1842,"3,037",8302 Enterprise Dr,Newark,94560,Alameda Conty,CA,https://www.redfin.com/CA/Newark/8302-Enterprise-Dr-94560/home/143117197
35,1200000,3,2,1056,"6,219",39157 Delano Ct,Fremont,94538,Alameda Conty,CA,https://www.redfin.com/CA/Fremont/39157-Delano-Ct-94538/home/604865
36,1095000,3,2,1694,"9,752",6675 Colton Blvd,Oakland,94611,Alameda Conty,CA,https://www.redfin.com/CA/Oakland/6675-Colton-Blvd-94611/home/1761939
37,995000,4,2.5,1541,"1,050",3689 Woodbine Way,Pleasanton,94588,Alameda Conty,CA,https://www.redfin.com/CA/Pleasanton/3689-Woodbine-Way-94588/home/1188796
38,2195000,4,3,2041,12196.8,1910 Yosemite Rd,Berkeley,94707,Alameda Conty,CA,https://www.redfin.com/CA/Berkeley/1910-Yosemite-Rd-94707/home/664195
39,975000,3,2,1402,"6,395",2911 Wheeler St,Berkeley,94705,Alameda Conty,CA,https://www.redfin.com/CA/Berkeley/2911-Wheeler-St-94705/home/2113542
40,949888,1,1,1020,N/A,1435 Bay St #2,San Francisco,94123,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1435-Bay-St-94123/unit-2/home/901168
41,1150000,2,1.5,1050,N/A,1045 York St Unit B,San Francisco,94110,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1045-York-St-94110/unit-B/home/144063919
42,2495000,3,3.5,2845,N/A,1918 Jackson St,San Francisco,94109,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1918-Jackson-St-94109/home/1466994
43,1095000,3,2,1700,"3,260",2400 Ulloa St,San Francisco,94116,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2400-Ulloa-St-94116/home/1386526
44,1995000,4,4,2889,"2,100",649 44th Ave #4226,San Francisco,94121,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/649-44th-Ave-94121/home/1410129
45,1150000,2,2,1183,N/A,555 4th St #522,San Francisco,94107,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-522/home/12402181
46,995000,2,1,987,"1,100",314 Lily St,San Francisco,94102,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/314-Lily-St-94102/home/951976
47,1695000,2,2,1300,N/A,1601 Larkin St #202,San Francisco,94109,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1601-Larkin-St-94109/unit-202/home/167259032
48,14750000,4,4.5,5050,"3,815",2870 Pacific Ave,San Francisco,94115,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2870-Pacific-Ave-94115/home/1475915
49,2995000,3,3,1896,N/A,2785 Jackson St #2,San Francisco,94115,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2785-Jackson-St-94115/unit-2/home/1739578
50,1995000,3,2,2283,"1,438",1515 11th Ave,San Francisco,94122,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1515-11th-Ave-94122/home/634917
51,998000,2,2,1097,N/A,338 Potrero Ave #204,San Francisco,94103,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/338-Potrero-Ave-94103/unit-204/home/144064351
52,1350000,6,4.5,3691,"1,733",3386 - 3388 16th St,San Francisco,94114,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/3386-3388-16th-St-94114/home/190719216
53,1391000,2,2,1945,N/A,21 Stillman St #5,San Francisco,94107,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/21-Stillman-St-94107/unit-5/home/12396220
54,799000,2,1,1200,"2,417",801 Randolph St,San Francisco,94132,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/801-Randolph-St-94132/home/1311400
55,1200000,2,1,950,950,140 Roanoke St,San Francisco,94131,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/140-Roanoke-St-94131/home/1896950
56,795000,1,1,690,N/A,1440 Broadway #204,San Francisco,94109,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1440-Broadway-94109/unit-204/home/1106812
57,1780000,6,4,2580,"3,062",144 Locksley Ave,San Francisco,94122,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/144-Locksley-Ave-94122/home/1989489
58,1400000,3,2,1498,N/A,1055 Mississippi St,San Francisco,94107,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1055-Mississippi-St-94107/home/12421073
59,10600000,6,3.5,5065,"4,264",207 Cherry St,San Francisco,94118,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/207-Cherry-St-94118/home/2010228
60,1500000,6,N/A,N/A,"2,330",2773 - 2777 Bryant St,San Francisco,94110,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2773-2777-Bryant-St-94110/home/190717564
61,1195000,2,1,937,"2,509",258 Surrey St,San Francisco,94131,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/258-Surrey-St-94131/home/811263
62,1398000,1,2,1350,N/A,301 Mission St Ph 3,San Francisco,94105,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-3/home/40142631
63,779000,2,2,797,N/A,201 Harrison St #710,San Francisco,94105,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-710/home/1993476
64,1795000,2,2,1192,N/A,580 Hayes St #406,San Francisco,94102,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/580-Hayes-St-94102/unit-406/home/167260951
65,1300000,3,2,1000,"2,500",255 Ramsell St,San Francisco,94132,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/255-Ramsell-St-94132/home/827842
66,1100000,3,1,1189,"1,990",37 Sussex St,San Francisco,94131,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/37-Sussex-St-94131/home/938107
67,795000,4,3,1425,"2,495",133 Lisbon St,San Francisco,94112,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/133-Lisbon-St-94112/home/1849768
68,1295000,8,4,2930,"1,875",10 Moss St,San Francisco,94103,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/10-Moss-St-94103/home/721360
69,899000,3,1,1224,"2,100",546 Ellsworth St,San Francisco,94110,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/546-Ellsworth-St-94110/home/1631276
70,345000,2,1,689,N/A,380 Dolores St #9,San Francisco,94110,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/380-Dolores-St-94110/unit-9/home/190704842
71,3695000,4,3.5,N/A,"3,123",234 Eureka St,San Francisco,94114,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/234-Eureka-St-94114/home/1183502
72,4600000,4,2.5,3525,"3,192",2826 Sacramento St,San Francisco,94115,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2826-Sacramento-St-94115/home/1419391
73,4695000,4,4.5,3296,"2,996",116 10th Ave,San Francisco,94118,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/116-10th-Ave-94118/home/1109958
74,3000000,0,N/A,4530,"3,122",20 - 22 Church St,San Francisco,94114,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/20-22-CHURCH-ST-94133/home/182117439
75,2199000,4,3,5950,"2,175",270 - 272 Divisadero St,San Francisco,94123,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/270-Divisadero-St-94117/home/22046226
76,1495000,3,2,1360,N/A,4317 25th St,San Francisco,94114,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/4317-25th-St-94114/home/927731
77,1349000,3,2,1286,"2,500",430 Arch St,San Francisco,94132,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/430-Arch-St-94132/home/823430
78,3450000,3,2.5,2017,N/A,1070 Green St #1202,San Francisco,94133,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/1070-Green-St-94133/unit-1202/home/890323
79,1095000,2,1.5,1144,N/A,2511 - A Polk St,San Francisco,94109,SanFrancisco Conty,CA,https://www.redfin.com/CA/San-Francisco/2511A-Polk-St-94109/home/190701098
80,499000,3,2,1000,"5,663",1172 1st St,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/1172-1st-St-94533/home/2160494
81,725000,5,3,2266,10454.4,886 Christine Dr,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/886-Christine-Dr-95687/home/2138903
82,525000,2,3,952,"6,970",36 - 30 Woodrow Ave,Vallejo,94590,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/36-Woodrow-Ave-94590/home/2248397
83,469500,2,1,802,"1,119",703 Capitol St,Vallejo,94590,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/703-Capitol-St-94590/home/2233433
84,525000,3,2.5,1387,"5,439",174 Nalisty Dr,Vallejo,94590,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/174-Nalisty-Dr-94590/home/2205218
85,235500,1,1,706,N/A,1457 N Camino Alto #318,Vallejo,94589,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/1457-N-Camino-Alto-94589/unit-318/home/2387744
86,169900,0,1,441,N/A,1333 N Camino Alto Dr #320,Vallejo,94589,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/1333-N-Camino-Alto-94589/unit-320/home/2392509
87,863955,5,3,3397,"8,913",457 Baler Cir,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/457-Baler-Cir-95687/home/190723238
88,619490,3,2,1353,"4,731",3189 Balance Cir,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/3189-Balance-Cir-94533/home/182370457
89,699000,4,2.5,2357,"3,946",1970 Tamayo Way,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/1970-Tamayo-Way-94533/home/168984320
90,702698,3,2,2272,"8,743",485 Vanderbilt Dr,Dixon,95620,Solano Conty,CA,https://www.redfin.com/CA/Dixon/485-Vanderbilt-Dr-95620/home/144147429
91,678874,3,2,2180,"7,228",470 Vanderbilt Dr,Dixon,95620,Solano Conty,CA,https://www.redfin.com/CA/Dixon/470-Vanderbilt-Dr-95620/home/144147464
92,634000,3,2,2127,"8,015",3140 Clydesdale Way,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/3140-Clydesdale-Way-94533/home/2552518
93,850137,5,3,3031,"9,259",1535 Base Ct,Dixon,95620,Solano Conty,CA,https://www.redfin.com/CA/Dixon/1535-Base-Ct-95620/home/182371281
94,902863,4,3,2970,"7,557",1541 Base Ct,Dixon,95620,Solano Conty,CA,https://www.redfin.com/CA/Dixon/1541-Base-Ct-95620/home/182371280
95,649500,4,2.5,1936,11761.2,124 Toledo St,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/124-Toledo-St-94591/home/2305439
96,685000,3,2,1263,"5,663",5 Corte Del Sol,Benicia,94510,Solano Conty,CA,https://www.redfin.com/CA/Benicia/5-Corte-del-Sol-94510/home/2373026
97,890000,3,1,1000,"8,364",180 - 184 E H St,Benicia,94510,Solano Conty,CA,https://www.redfin.com/CA/Benicia/180-E-H-St-94510/home/2379406
98,635000,3,2,1796,"8,276",4741 Georgia St,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/4741-Georgia-St-94591/home/2345675
99,735000,4,3,2504,"7,967",3844 Chapparal Dr,Fairfield,94534,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/3844-Chapparal-Dr-94534/home/2548094
100,235000,2,1,880,N/A,300 E H St #20,Benicia,94510,Solano Conty,CA,https://www.redfin.com/CA/Benicia/300-E-H-St-94510/unit-20/home/147244241
101,630000,3,2.5,1829,10890.0,178 Chatham Pl,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/178-Chatham-Pl-94591/home/2320587
102,389000,2,1.5,1308,"6,098",208 Sacramento St,Suisun City,94585,Solano Conty,CA,https://www.redfin.com/CA/Suisun-City/208-Sacramento-St-94585/home/2167948
103,339000,2,1.5,1100,N/A,165 Oddstad Dr #7,Vallejo,94589,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/165-Oddstad-Dr-94589/unit-7/home/2392864
104,689000,3,2.5,1525,"8,499",266 Sungate Ct,Vacaville,95688,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/266-Sungate-Ct-95688/home/2464505
105,579000,4,2,1512,"5,662",266 Edwin Dr,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/266-Edwin-Dr-95687/home/2493589
106,675000,4,2.5,1796,"7,022",237 Wexford Ln,Vacaville,95688,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/237-Wexford-Ln-95688/home/2481715
107,599999,3,2,6098,"6,098",103 Crescent Ct,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/103-Crescent-Ct-94591/home/2286167
108,514900,3,2,1088,"6,534",1945 Tanglewood Ln,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/1945-Tanglewood-Ln-95687/home/2479874
109,689000,4,3,1753,10018.8,429 Buck Ave,Vacaville,95688,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/429-Buck-Ave-95688/home/2455114
110,475000,4,2.5,1702,N/A,702 Daniels Ave,Vallejo,94590,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/702-Daniels-Ave-94590/home/2617569
111,699000,4,2,1585,N/A,227 Carter St,Vallejo,94590,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/227-Carter-St-94590/home/12225798
112,639990,4,2.5,2290,"2,808",2524 Cyan Dr #9,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/2524-Cyan-Dr-94533/unit-9/home/190717023
113,649990,3,2,2206,N/A,2430 Shore Vis #4832,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/2430-Shore-Vis-94533/unit-4832/home/190716666
114,1400000,3,3,2300,29620.8,618 Admiral Callaghan Ln,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/618-Admiral-Callaghan-Ln-94591/home/2283597
115,550000,3,3,1438,"1,443",511 Timbercove St #4,Vallejo,94591,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/511-Timbercove-St-94591/unit-4/home/2410304
116,649000,3,2.5,1917,"2,695",1594 Luminate Ln,Fairfield,94533,Solano Conty,CA,https://www.redfin.com/CA/Fairfield/1594-Luminate-Ln-94533/home/182370235
117,600000,4,1.5,1373,"5,227",133 Larsen Cir,Vallejo,94589,Solano Conty,CA,https://www.redfin.com/CA/Vallejo/133-Larsen-Cir-94589/home/2129677
118,699800,4,3,2221,"8,028",742 Fox Hollow Way,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/742-Fox-Hollow-Way-95687/home/2507104
119,669000,3,2.5,1827,"5,371",1000 Wisteria Ct,Vacaville,95687,Solano Conty,CA,https://www.redfin.com/CA/Vacaville/1000-Wisteria-Ct-95687/home/114040570
120,495000,3,1,1406,"5,005",913 W 14th St,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/913-W-14th-St-94509/home/597580
121,750000,3,2.5,1488,N/A,49 Mozden Ln,Pleasant Hill,94523,Contra Costa Conty,CA,https://www.redfin.com/CA/Pleasant-Hill/49-Mozden-Ln-94523/home/1867886
122,939000,4,2,2236,"8,000",1895 Risdon Rd,Concord,94518,Contra Costa Conty,CA,https://www.redfin.com/CA/Concord/1895-Risdon-Rd-94518/home/1921805
123,799000,4,3.5,2065,N/A,809 Tierney Pl,Martinez,94553,Contra Costa Conty,CA,https://www.redfin.com/CA/Martinez/809-Tierney-Pl-94553/home/142979072
124,755000,5,3,3392,"5,184",2056 Tupelo Way,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/2056-Tupelo-Way-94509/home/1660576
125,2699800,5,3,4074,"7,800",3683 Deer Trail Dr,Danville,94506,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/3683-Deer-Trail-Dr-94506/home/1400882
126,3795000,4,3.5,3487,15681.6,24 Mira Loma Ln,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/24-Mira-Loma-Ln-94526/home/1695798
127,689000,3,3,1251,N/A,2110 Sand Dollar Dr,Richmond,94804,Contra Costa Conty,CA,https://www.redfin.com/CA/Richmond/2110-Sand-Dollar-Dr-94804/home/1464887
128,1650000,3,3.5,2794,"5,950",258 Yale Ave,Kensington,94708,Contra Costa Conty,CA,https://www.redfin.com/CA/Kensington/258-Yale-Ave-94708/home/1890677
129,649000,2,2,959,N/A,165 Lakeshore Ct,Richmond,94804,Contra Costa Conty,CA,https://www.redfin.com/CA/Richmond/165-Lakeshore-Ct-94804/home/12128739
130,699000,3,2.5,1999,"5,160",213 Whispering Oaks Ct,Brentwood,94513,Contra Costa Conty,CA,https://www.redfin.com/CA/Brentwood/213-Whispering-Oaks-Ct-94513/home/930267
131,4999000,4,3.5,5150,153331.2,575 Highland Dr,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/575-Highland-Dr-94526/home/1277288
132,1488000,4,2.5,3005,19166.4,1970 Rapallo Ct,Brentwood,94513,Contra Costa Conty,CA,https://www.redfin.com/CA/Brentwood/1970-Rapallo-Ct-94513/home/1635286
133,849000,3,2,1322,"5,000",1218 Lawrence St,El Cerrito,94530,Contra Costa Conty,CA,https://www.redfin.com/CA/El-Cerrito/1218-Lawrence-St-94530/home/1933778
134,1795000,5,3.5,3150,11325.6,1036 Leneve Pl,El Cerrito,94530,Contra Costa Conty,CA,https://www.redfin.com/CA/El-Cerrito/1036-Leneve-Pl-94530/home/187955854
135,720000,4,2,1416,"5,304",4041 Camino Vinedo,Martinez,94553,Contra Costa Conty,CA,https://www.redfin.com/CA/Martinez/4041-Camino-Vinedo-94553/home/1915126
136,3795000,5,5.5,4400,21780.0,110 Wayland Ln,Alamo,94507,Contra Costa Conty,CA,https://www.redfin.com/CA/Alamo/110-Wayland-Ln-94507/home/1773889
137,1950000,4,2.5,2362,10454.4,53 Jamaica Dr,San Ramon,94582,Contra Costa Conty,CA,https://www.redfin.com/CA/San-Ramon/53-Jamaica-Dr-94582/home/957421
138,449978,1,1,474,N/A,120 Reflections Dr #26,San Ramon,94583,Contra Costa Conty,CA,https://www.redfin.com/CA/San-Ramon/120-Reflections-Dr-94583/unit-26/home/12129264
139,1279000,3,2,1619,"3,360",667 Doral Dr,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/667-Doral-Dr-94526/home/1050901
140,530000,3,2,1210,"7,670",1220 Miller St,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/1220-Miller-St-94509/home/1807346
141,2798000,5,4.5,4060,"8,353",2772 Paige Way,San Ramon,94582,Contra Costa Conty,CA,https://www.redfin.com/CA/San-Ramon/2772-Paige-Way-94582/home/12123903
142,725000,4,3,2305,"6,940",4485 Spire St,Antioch,94531,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/4485-Spire-St-94531/home/23099717
143,1850000,5,3,2629,10018.8,31 Wiley Ct,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/31-Wiley-Ct-94526/home/1412662
144,299000,1,1,592,N/A,1133 Meadow Ln #62,Concord,94520,Contra Costa Conty,CA,https://www.redfin.com/CA/Concord/1133-Meadow-Ln-94520/unit-62/home/746212
145,2198000,5,2,2410,22215.6,1611 Ramona Way,Alamo,94507,Contra Costa Conty,CA,https://www.redfin.com/CA/Alamo/1611-Ramona-Way-94507/home/1856687
146,1299950,5,4,4191,11325.6,601 Campania Ct,Brentwood,94513,Contra Costa Conty,CA,https://www.redfin.com/CA/Brentwood/601-Campania-Ct-94513/home/928786
147,1195000,2,2,1382,10018.8,117 Vista Del Diablo,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/117-Vista-del-Diablo-94526/home/906478
148,610000,3,2,1866,"6,550",4125 Jarosite Ct,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/4125-Jarosite-Ct-94509/home/1420047
149,3399000,5,4,3806,23958.0,2123 Walnut Blvd,Walnut Creek,94597,Contra Costa Conty,CA,https://www.redfin.com/CA/Walnut-Creek/2123-Walnut-Blvd-94597/home/95952751
150,775000,4,3,2701,"8,895",4436 Pronghorn Ct,Antioch,94509,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/4436-Pronghorn-Ct-94509/home/1768192
151,1995000,6,3,2614,12196.8,632 Bridgewater Cir,Danville,94526,Contra Costa Conty,CA,https://www.redfin.com/CA/Danville/632-Bridgewater-Cir-94526/home/1505087
152,655000,4,2,1770,"6,708",5147 Tehachapi Way,Antioch,94531,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/5147-Tehachapi-Way-94531/home/589588
153,3880000,6,6,8000,225205.2,1080 Finley Rd,Pleasanton,94588,Contra Costa Conty,CA,https://www.redfin.com/CA/Pleasanton/1080-Finley-Rd-94588/home/607366
154,925000,5,3,2386,"4,036",2557 Modena Dr,Pittsburg,94565,Contra Costa Conty,CA,https://www.redfin.com/CA/Pittsburg/2557-Modena-Dr-94565/home/167204924
155,669000,5,3,2053,"8,040",3104 Sunflower Dr,Antioch,94531,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/3104-Sunflower-Dr-94531/home/1851991
156,799458,5,3,2544,"5,298",4641 Ranch Ln,Antioch,94531,Contra Costa Conty,CA,https://www.redfin.com/CA/Antioch/4641-Ranch-Pl-94531/home/190721333
