,House_Price,Beds,Baths,Area,Lot,Street,City,Zip_Code,County,State,Url
374,2585000,3,3,1902,"6,534",106 Arroyo Ct,Santa Cruz,95060,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/106-Arroyo-Ct-95060/home/2133550
375,1399000,2,2,1423,"9,322",730 San Juan Ave,Santa Cruz,95065,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/730-San-Juan-Ave-95065/home/2171954
376,1250000,2,1,742,"4,487",500 26th Ave,Santa Cruz,95062,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/500-26th-Ave-95062/home/2252033
377,1100000,3,2.5,1410,"1,742",1509 Tera Ct,Capitola,95010,santaCruz County,CA,https://www.redfin.com/CA/Capitola/1509-Tera-Ct-95010/home/168933267
378,365000,2,1,962,N/A,375 Clifford Ave #312,Watsonville,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/375-Clifford-Ave-95076/unit-312/home/2198610
379,1095000,3,2,1992,"7,492",145 Condor Ave,Ben Lomond,95005,santaCruz County,CA,https://www.redfin.com/CA/Ben-Lomond/145-Condor-Ave-95005/home/2365336
380,2350000,3,2.5,1636,"7,579",100 Alta Vista Dr,Santa Cruz,95060,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/100-Alta-Vista-Dr-95060/home/2131490
381,1450000,2,2.5,1422,"3,006",780 Seacliff Dr,Seacliff,95003,santaCruz County,CA,https://www.redfin.com/CA/Aptos/780-Seacliff-Dr-95003/home/17310664
382,2400000,3,2,1864,17424.0,162 Hagemann Ave,Santa Cruz,95062,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/162-Hagemann-Ave-95062/home/2186451
383,6495000,3,2.5,2152,15681.6,50 Hillview Way,Watsonville,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/50-Hillview-Way-95076/home/12308385
384,1975000,5,4,2520,84070.8,327 SOUTHWOOD Dr,Scotts Valley,95066,santaCruz County,CA,https://www.redfin.com/CA/Scotts-Valley/327-Southwood-Dr-95066/home/2233591
385,2147000,4,4.5,2907,12196.8,16 Escuela Rd,La Selva Beach,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/16-Escuela-Rd-95076/home/2320550
386,2249000,5,5,2002,64033.2,420 Aurora Rd,Soquel,95073,santaCruz County,CA,https://www.redfin.com/CA/Soquel/420-Aurora-Rd-95073/home/12308709
387,739000,2,2,1292,N/A,319 Broadway Unit A2,Santa Cruz,95060,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/319-Broadway-95060/unit-A2/home/2158351
388,825000,3,2,1146,264844.8,1265 Eureka Canyon Rd,Watsonville,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/1265-Eureka-Canyon-Rd-95076/home/2418935
389,649000,2,1,1162,"7,100",1017 East Lake Ave,Watsonville,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/1017-E-Lake-Ave-95076/home/2215742
390,899000,5,3,2000,49658.4,7002 Highway 17,Scotts Valley,95066,santaCruz County,CA,https://www.redfin.com/CA/Scotts-Valley/7002-Highway-17-95066/home/2228689
391,1649000,3,2,1922,10018.8,7 Purple Hills Ct,Scotts Valley,95066,santaCruz County,CA,https://www.redfin.com/CA/Scotts-Valley/7-Purple-Hills-Ct-95066/home/2229685
392,2295000,3,2,2381,446925.6,752 Glen Canyon Rd,Santa Cruz,95060,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/752-Glen-Canyon-Rd-95060/home/2438556
393,199000,2,1,668,"2,962",186 St Bernard St,Santa Cruz,95060,santaCruz County,CA,https://www.redfin.com/CA/Santa-Cruz/186-Saint-Bernard-St-95060/home/2348096
394,3999000,3,3.5,1800,"1,802",757 The Shoreline,La Selva Beach,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/757-The-Shore-Line-95076/home/2323640
395,889000,2,1.5,1280,14374.8,161 Dusty Dr,Scotts Valley,95066,santaCruz County,CA,https://www.redfin.com/CA/Scotts-Valley/161-Dusty-Dr-95066/home/2360875
396,1385000,3,2,1226,"5,053",509 Alta Dr,Aptos,95003,santaCruz County,CA,https://www.redfin.com/CA/Aptos/509-Alta-Dr-95003/home/2428046
397,1395000,3,2,1230,"1,742",139 Bennett Rd,Aptos,95003,santaCruz County,CA,https://www.redfin.com/CA/Aptos/139-Bennett-Rd-95003/home/2309502
398,875000,1,1,842,N/A,101 Shell Dr #247,Watsonville,95076,santaCruz County,CA,https://www.redfin.com/CA/Watsonville/101-Shell-Dr-95076/unit-247/home/2432246
399,568000,2,2,1440,N/A,552 Bean Creek Rd #70,Scotts Valley,95066,santaCruz County,CA,https://www.redfin.com/CA/Scotts-Valley/552-Bean-Creek-Rd-95066/unit-70/home/17312969
400,649000,2,1,998,"6,199",903 1st St,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/903-1-St-95045/home/14976398
401,839000,2,1,900,217800.0,200 Chateau Dr,Aromas,95004,sanBenito County,CA,https://www.redfin.com/CA/Aromas/200-Chateau-Dr-95004/home/54212258
402,2350000,4,4,5052,217800.0,721 Riverside Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/721-Riverside-Rd-95023/home/176198160
403,679000,3,2,1600,"8,281",840 South St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/840-South-St-95023/home/14972387
404,1061795,4,3.5,3140,10454.4,190 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/190-Scarlett-Way-95023/home/187318167
405,1011700,4,3.5,2954,"9,640",120 Kingsley Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/120-Kingsley-DR-95023/home/190694162
406,993830,4,3,2672,11761.2,110 Kinsley Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/110-Kinsley-Dr-95023/home/187318150
407,1060375,4,3.5,3249,"9,298",113 Kingsley Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/113-Kingsley-DR-95023/home/190692651
408,946990,4,3,2456,"9,532",123 Kingsley Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/123-Kingsley-DR-95023/home/190692468
409,675800,4,2,1800,"6,769",1450 King Cir,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1450-King-Cir-95023/home/14966165
410,745814,3,2,1901,N/A,1951 Rosemary Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1951-Rosemary-Dr-95023/home/181204755
411,835891,5,3,2496,N/A,2001 Brighton Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2001-Brighton-Dr-95023/home/181204873
412,1385000,3,3,2700,222591.6,421 Arroyo Seco Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/421-Arroyo-Seco-Dr-95023/home/14976291
413,989000,4,2.5,3257,"5,729",1041 Cabrillo Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1041-Cabrillo-Dr-95023/home/110033558
414,850000,4,2.5,2243,"9,387",921 Hillock Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/921-Hillock-Ct-95023/home/14963715
415,540000,2,1,1000,"3,001",35 South St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/35-South-St-95023/home/14971875
416,800000,4,2,2040,10454.4,278 Marks Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/278-Marks-Dr-95023/home/14973816
417,599888,2,2,1607,"2,052",41 Joes Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/41-Joes-Ln-95023/home/14970810
418,650000,3,2,1740,"5,162",621 Walnut Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/621-Walnut-Ln-95023/home/14972957
419,889900,4,2.5,2419,"7,251",1641 Albion Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1641-Albion-Ct-95023/home/14965644
420,625000,3,1.5,1440,128502.0,717 Snyder Ave,Aromas,95004,sanBenito County,CA,https://www.redfin.com/CA/Aromas/717-Snyder-Ave-95004/home/14975660
421,845000,4,2.5,2335,"7,275",1401 Mesquite Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1401-Mesquite-Dr-95023/home/23060254
422,792356,5,3,2538,"3,709",2160 Gladiola Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2160-Gladiola-Dr-95023/home/187318540
423,1499000,2,1.5,1200,609840.0,3005 Coppa Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/3005-Coppa-Ct-95023/home/187317919
424,1690000,4,2.5,2745,519235.2,270 Hidden Valley Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/270-Hidden-Valley-Rd-95023/home/14974009
425,1750000,4,2,2300,217800.0,381 Morada Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/381-Morada-Ln-95023/home/14976134
426,723000,3,2.5,2055,"7,000",1410 Ghione Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1410-Ghione-Dr-95023/home/14965914
427,1058000,3,1.5,1078,1263240.0,5101 Southside Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/5101-Southside-Rd-95023/home/190642471
428,1195000,4,2,2248,43560.0,541 Lemos Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/541-Lemos-Ct-95023/home/14975378
429,780955,4,3,2350,N/A,2011 Brighton Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2011-Brighton-Dr-95023/home/181204871
430,918205,5,4,3230,N/A,1980 Rosemary Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1980-Rosemary-Dr-95023/home/181204773
431,749473,4,2,1962,N/A,1970 Rosemary Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1970-Rosemary-Dr-95023/home/181204771
432,899000,4,3,2208,"4,098",1321 Cavalier Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1321-Cavalier-Ct-95023/home/173508639
433,650000,2,2.5,2000,"2,718",877 Helen Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/877-Helen-Dr-95023/home/14974691
434,1075000,5,3.5,2766,"6,999",685 Appaloosa Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/685-Appaloosa-Way-95023/home/173507530
435,941315,4,3,2456,10454.4,181 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/181-Scarlett-Way-95023/home/187318153
436,1115230,4,3.5,3249,16117.2,191 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/191-Scarlett-Way-95023/home/187318152
437,250000,2,2,1440,N/A,182 Elm Dr #182,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/182-Elm-Dr-95023/unit-182/home/190591408
438,635000,2,1,890,"5,001",306 7th St,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/306-7th-St-95045/home/14976020
439,789000,3,2.5,2450,10890.0,680 Ridgemark Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/680-Ridgemark-Dr-95023/home/14974410
440,2700000,4,3,3000,1958457.6,1860 Salinas Rd,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/1860-Salinas-Rd-95045/home/14966903
441,1299000,N/A,N/A,N/A,N/A,653 South St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/653-South-St-95023/home/14973072
442,732402,3,2,1662,N/A,2021 Brighton Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2021-Brighton-Dr-95023/home/181204870
443,1850000,4,3,3569,241758.0,50 Brown Rd,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/50-Brown-Rd-95045/home/14975589
444,785900,3,2,1890,"6,000",120 Marguerite Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/120-Marguerite-Dr-95023/home/14965112
445,824900,3,2,1900,10890.0,6900 F St,Tres Pinos,95075,sanBenito County,CA,https://www.redfin.com/CA/Tres-Pinos/6900-F-St-95075/home/14973573
446,685000,3,2,1300,"5,998",1890 Clearview Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1890-Clearview-Dr-95023/home/14969073
447,974060,4,3,2456,N/A,151 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/151-Scarlett-Way-95023/home/187318156
448,879000,4,2,2016,"7,505",95 Los Altos Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/95-Los-Altos-Dr-95023/home/110033688
449,895000,4,3,2209,"6,054",2740 Glenview Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2740-Glenview-Dr-95023/home/176198991
450,1050000,5,3.5,2651,"7,168",3076 Palomino Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/3076-Palomino-Way-95023/home/173507551
451,1308000,3,3,2873,217800.0,5161 Southside Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/5161-Southside-Rd-95023/home/110033582
452,744900,4,2.5,1909,"3,864",1197 Walker Peak Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1197-Walker-Peak-Way-95023/home/185373865
453,490000,2,2.5,1236,"1,259",170 Gibson Dr #23,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/170-Gibson-Dr-95023/unit-23/home/14972708
454,710000,3,2,1472,"6,000",1940 Marigold St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1940-Marigold-St-95023/home/187318518
455,999000,3,2,1670,"8,999",111 Donald Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/111-Donald-Dr-95023/home/14974353
456,871001,5,3,2790,N/A,1861 Lilac Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1861-Lilac-Ct-95023/home/181204643
457,719000,5,3,2155,"6,255",101 Beresini Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/101-Beresini-Ln-95023/home/14964196
458,759000,3,2,1724,"6,826",851 Apricot Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/851-Apricot-Ln-95023/home/14972073
459,839000,4,3,1800,"5,101",420 Bridgevale Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/420-Bridgevale-Rd-95023/home/14973538
460,1080000,3,2.5,2307,21780.0,331 Tierra Del Sol,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/331-Tierra-del-Sol-95023/home/14974638
461,749000,4,2.5,1225,"6,434",840 Washington St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/840-Washington-St-95023/home/14971888
462,845185,4,3,2330,"8,550",170 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/170-Scarlett-Way-95023/home/187318165
463,1022525,4,3.5,2954,"8,743",171 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/171-Scarlett-Way-95023/home/187318154
464,733418,3,2.5,2017,"3,210",2190 Gladiola Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2190-Gladiola-Dr-95023/home/187318543
465,861021,5,3,2518,"5,500",2071 Fuchsia Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2071-Fuchsia-Dr-95023/home/187318465
466,849000,4,2.5,2496,12632.4,561 Donald Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/561-Donald-Dr-95023/home/14973839
467,833538,4,3,2266,"5,500",2101 Fuchsia Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2101-Fuchsia-Dr-95023/home/187318468
468,760000,3,2,1700,"4,999",1124 Cabrillo Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1124-Cabrillo-Dr-95023/home/110033791
469,1500000,0,N/A,N/A,N/A,0 Miller Canal,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/0-Miller-Rd-95023/home/190350108
470,739000,3,2,2000,"6,199",1680 Sausalito Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1680-Sausalito-Dr-95023/home/14965204
471,1398000,3,2,2177,96703.2,6800 San Juan Canyon Rd,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/6800-San-Juan-Canyon-Rd-95045/home/14970460
472,470000,2,1.5,1086,536,801 Nash Rd Unit B9,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/801-Nash-Rd-95023/unit-B9/home/14972834
473,1089405,4,4,2954,N/A,183 Vienna Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/183-Vienna-Way-95023/home/187318174
474,1011700,4,4,2954,N/A,160 Scarlett Way,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/160-Scarlett-Way-95023/home/187318164
475,752705,3,2.5,2017,N/A,2091 Daisy Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2091-Daisy-Dr-95023/home/187318488
476,762000,3,2.5,1805,"6,344",1941 Marigold St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1941-Marigold-St-95023/home/187318522
477,955000,5,3,2833,"6,000",2041 Rosewood Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/2041-Rosewood-Dr-95023/home/176199057
478,899000,4,3,3000,10454.4,265 Bonnie Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/265-Bonnie-Ln-95023/home/14974535
479,725000,3,2,1128,"6,504",250 Lassen Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/250-Lassen-Ct-95023/home/14969820
480,799990,3,3,1990,N/A,Plan 5 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-5/home/189120240
481,829990,4,3,2330,N/A,Plan 6 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-6/home/189120237
482,1589000,5,3.5,4060,477853.2,385 Hitch Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/385-Hitch-Dr-95023/home/14974012
483,559000,1,1,945,N/A,400 San Benito St #303,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/400-San-Benito-St-95023/unit-303/home/189039314
484,949000,4,4,2440,"4,944",814 Prospect Ave,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/814-Prospect-Ave-95023/home/14965136
485,1700000,3,1,1918,N/A,Sign in for address,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Union-Rd-95023/home/23471351
486,519000,2,1,975,N/A,400 San Benito St #212,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/400-San-Benito-St-95023/unit-212/home/188941079
487,790000,5,3,2867,"6,299",1830 Carousel Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1830-Carousel-Dr-95023/home/14963698
488,479000,1,1,942,N/A,400 San Benito St #207,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/400-San-Benito-St-95023/unit-207/home/188465790
489,883500,4,3,2374,"5,100",431 Cobalt Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/431-Cobalt-Dr-95023/home/143388553
490,699000,3,2,1675,10018.8,812 Powell St,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/812-Powell-St-95023/home/14965986
491,789900,3,2,1675,N/A,The Carmel Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Carmel/home/188293895
492,709880,3,2,1662,N/A,Residence 1 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Residence-1/home/188289648
493,899900,4,3,2698,N/A,The Capitola Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Capitola/home/188302240
494,919990,4,3,2456,N/A,Plan 1 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-1/home/188416961
495,819900,3,2.5,1850,N/A,The Pismo Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Pismo/home/188301435
496,1019990,4,4,3249,N/A,Plan 4 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-4/home/188407572
497,838880,5,3,2790,N/A,Residence 3 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Residence-3/home/188290124
498,849900,4,2,2003,N/A,The Monterey Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Monterey/home/188309784
499,1009990,4,4,3140,N/A,Plan 3 Alt Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-3-Alt/home/188411834
500,775000,2,2,1730,N/A,Armsby Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Armsby/home/188406522
501,739900,4,3,1909,N/A,The Newport Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Newport/home/188271357
502,909900,4,3,2460,N/A,The Big Sur Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Big-Sur/home/188393035
503,729900,3,3,1807,N/A,The Ventura Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Ventura/home/188272777
504,800000,2,2,1902,N/A,Griffin Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Griffin/home/188391562
505,959990,4,3,2672,N/A,Plan 1 Alt Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-1-Alt/home/188397499
506,745000,2,2,1579,N/A,Royal Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Royal/home/188389469
507,894880,5,4,3230,N/A,Residence 4 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Residence-4/home/188292116
508,699900,3,3,1664,N/A,The Solana Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/The-Solana/home/188281147
509,728880,4,2,1962,N/A,Residence 2 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Residence-2/home/188291124
510,820000,2,2.5,2011,N/A,Fairview Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Fairview/home/188377767
511,954990,4,3,2674,N/A,Plan 2 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-2/home/188376614
512,969990,4,4,2954,N/A,Plan 3 Plan,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Hollister/Plan-3/home/188376048
513,479000,1,1,975,N/A,400 San Benito St #209,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/400-San-Benito-St-95023/unit-209/home/183065179
514,539000,2,1,975,N/A,400 San Benito St #201,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/400-San-Benito-St-95023/unit-201/home/183046047
515,3550000,5,6,4276,2901967.2,1011 Santa Ana Valley Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1011-Santa-Ana-Valley-Rd-95023/home/185467400
516,1650000,4,4,3662,216057.6,6400 Vineyard Estates Dr,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/6400-Vineyard-Estates-Dr-95023/home/14970133
517,3900000,N/A,N/A,N/A,N/A,333 Mission Vineyard Rd,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/333-Mission-Vineyard-Rd-95045/home/21973421
518,839000,4,2.5,2178,"3,932",1590 Bundeson Cir #3,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1590-Bundeson-Dr-95023/unit-3/home/187329356
519,3299800,5,5,5450,5602687.2,3000 San Juan Canyon Rd,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/3000-San-Juan-Canyon-Rd-95045/home/18998192
520,7500000,N/A,N/A,5000,N/A,325  377 N Chappell Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/377-N-Chappell-Rd-95023/home/173508446
521,599999,N/A,N/A,N/A,N/A,0 Airline Hwy,Tres Pinos,95075,sanBenito County,CA,https://www.redfin.com/CA/Tres-Pinos/0-Airline-Hwy-95075/home/145584042
522,649800,N/A,N/A,23.82,N/A,0 Southside Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Southside-Rd-95023/home/14975158
523,1500000,N/A,N/A,48.76,N/A,7663 Frazier Lake Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/7663-Frazier-Lake-Rd-95023/home/190554776
524,1500000,N/A,N/A,302.17,N/A,0 Lake Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Lake-Rd-95023/home/40037593
525,1200000,N/A,N/A,35.80,N/A,35.8 Acres Panoche Rd,Paicines,95043,sanBenito County,CA,https://www.redfin.com/CA/Paicines/35-8-Acres-Panoche-Rd-Unknown/home/190142522
526,115000,N/A,N/A,1.00,N/A,1 Acre Panoche Rd,Paicines,95043,sanBenito County,CA,https://www.redfin.com/CA/Paicines/1-Acre-Panoche-Rd-Unknown/home/189551200
527,2050000,N/A,N/A,73.00,N/A,00 Brookhollow Rd,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Unknown/Brookhollow-Rd-95023/home/150616607
528,1249000,N/A,N/A,14.89,N/A,8241 Lovers Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/8241-Lovers-Ln-95023/home/188968804
529,675000,N/A,N/A,4.20,N/A,1094 Kennedy Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/1094-Kennedy-Ct-95023/home/146671188
530,1599888,N/A,N/A,67.29,N/A,0 Pacheco Pass Hwy,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/HOLLISTER/0-Pacheco-Pass-HWY-95023/home/187240372
531,674950,N/A,N/A,4.92,N/A,1212 Kennedy Ct,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/Unknown-95023/home/146671262
532,3490000,N/A,N/A,30.07,N/A,8231 Lovers Ln,Hollister,95023,sanBenito County,CA,https://www.redfin.com/CA/Hollister/8231-Lovers-Ln-95023/home/187932627
533,849999,N/A,N/A,15.68,N/A,443A Alexander Ln,San Juan Bautista,95045,sanBenito County,CA,https://www.redfin.com/CA/San-Juan-Bautista/443-Alexander-Ln-95045/home/186921347
534,1999900,N/A,N/A,479.59,N/A,20505 Coalinga Rd,Paicines,95043,sanBenito County,CA,https://www.redfin.com/CA/Paicines/20505-Coalinga-Rd-95043/home/179055830
